,player_id,name_first,name_last,country,current_elo,matches_played,peak_elo,peak_elo_date
55974,203871,Curt,Josselyn,USA,1500,0,1500,N/A
55975,203872,Aaron,Senes,AUS,1500,0,1500,N/A
55976,203873,Michael,Hegarty,AUS,1500,0,1500,N/A
55977,203874,,White,USA,1500,0,1500,N/A
55978,203875,Doug,Kaut,USA,1500,0,1500,N/A
55979,203876,Adam,Krafft,USA,1500,0,1500,N/A
55980,203877,Daisuke,Watanabe,JPN,1500,0,1500,N/A
55981,203878,Ian,Goodman,USA,1500,0,1500,N/A
55982,203879,John,Bernthal,USA,1500,0,1500,N/A
55983,203880,Brian,Harris,USA,1500,0,1500,N/A
55984,203881,Rudy,Hilpert,USA,1500,0,1500,N/A
55985,203882,Mark,Hoskins,USA,1500,0,1500,N/A
55986,203883,Bert,Bolick,USA,1500,0,1500,N/A
55987,203884,Eric,Saunders,USA,1500,0,1500,N/A
55988,203885,Phil,Landauer,USA,1500,0,1500,N/A
55989,203886,Neal,Newman,USA,1500,0,1500,N/A
55990,203887,John,Lundquist,USA,1500,0,1500,N/A
55991,203888,Alan,Farmer,USA,1500,0,1500,N/A
55992,203889,Shane,Sabel,USA,1500,0,1500,N/A
55993,203890,Jim,Hammond,USA,1500,0,1500,N/A
55994,203891,Vo,Chu,USA,1500,0,1500,N/A
55995,203892,Bryan,Crowley,USA,1500,0,1500,N/A
55996,203893,Shawn,Warlburn,USA,1500,0,1500,N/A
55997,203894,Cameron,Thomas,USA,1500,0,1500,N/A
55998,203895,Gt,Cozad,USA,1500,0,1500,N/A
55999,203896,Chris,Wolken,USA,1500,0,1500,N/A
56000,203897,Ian,Skidmore,USA,1500,0,1500,N/A
56001,203898,Jim,Spencer,USA,1500,0,1500,N/A
56002,203899,Paul,Goetz,USA,1500,0,1500,N/A
56003,203900,Stewart,Gordon,USA,1500,0,1500,N/A
56004,203901,Russell,Santos,USA,1500,0,1500,N/A
56005,203902,Mark,Bernstine,USA,1500,0,1500,N/A
56006,203903,Krishnan,Balaraj,IND,1500,0,1500,N/A
56007,203904,Peter,Vehar,GER,1500,0,1500,N/A
56008,203905,Holger,Speker,GER,1500,0,1500,N/A
56009,203906,Sean,Burns,USA,1500,0,1500,N/A
56010,203907,Paul,Gastonguay,USA,1500,0,1500,N/A
56011,203908,Tony,Bujan,USA,1500,0,1500,N/A
56012,203909,Warren,Fulgenzi,USA,1500,0,1500,N/A
56013,203910,Kevin,Werwie,USA,1500,0,1500,N/A
56014,203911,Rich,Benson,USA,1500,0,1500,N/A
56015,203912,Royden,Chow,USA,1500,0,1500,N/A
56016,203913,Andrew,Gage,USA,1500,0,1500,N/A
56017,203914,Eric,Basart,USA,1500,0,1500,N/A
56018,203915,Christopher,Emkey,USA,1500,0,1500,N/A
56019,203916,Rafi,Farooqui,IND,1500,0,1500,N/A
56020,203917,Steve,Williford,USA,1500,0,1500,N/A
56021,203918,Peter,Worth,USA,1500,0,1500,N/A
56022,203919,Nick,Herndon,USA,1500,0,1500,N/A
56023,203920,Will,Sanchez,USA,1500,0,1500,N/A
56024,203921,Cameron,Lindee,USA,1500,0,1500,N/A
56025,203922,Ed,Peregrino,USA,1500,0,1500,N/A
56026,203923,Daniel,Upton,USA,1500,0,1500,N/A
56027,203924,Thomas,Cook,USA,1500,0,1500,N/A
56028,203925,Roy,Gessford,USA,1500,0,1500,N/A
56029,203926,Chris,Tobolski,USA,1500,0,1500,N/A
56030,203927,Jr,Villaroman,USA,1500,0,1500,N/A
56031,203928,David,Esteva,USA,1500,0,1500,N/A
56032,203929,N,Willman,USA,1500,0,1500,N/A
56033,203930,Rowen James,Rodosli,BRA,1500,0,1500,N/A
56034,203931,Dan,Klug,USA,1500,0,1500,N/A
56035,203932,Neal,Mitchell,USA,1500,0,1500,N/A
56036,203933,Christian,Retzl,AUT,1500,0,1500,N/A
56037,203934,Mark,Ebnar,USA,1500,0,1500,N/A
56038,203935,Mark,Baladad,USA,1500,0,1500,N/A
56039,203936,Mike,Haber,USA,1500,0,1500,N/A
56040,203937,Jim,Young,USA,1500,0,1500,N/A
56041,203938,John,Sutter,USA,1500,0,1500,N/A
56042,203939,Devon,Berry,USA,1500,0,1500,N/A
56043,203940,Scott,Jeffreys,CAN,1500,0,1500,N/A
56044,203941,Alexei,Nikoulin,BLR,1500,0,1500,N/A
56045,203942,Stanimir,Ivanov,BUL,1500,0,1500,N/A
56046,203943,Alexey,Filatov,UZB,1500,0,1500,N/A
56047,203944,Peter,Hoffman,VEN,1500,0,1500,N/A
56048,203945,Massimiliano,Tonioni,ITA,1500,0,1500,N/A
56049,203946,Daniel,Chanyalew,ETH,1500,0,1500,N/A
56050,203947,Tetteh,Amedjoe,GHA,1500,0,1500,N/A
56051,203948,Frank,De Souza,GHA,1500,0,1500,N/A
56052,203949,Sewayi,Mensah,TOG,1500,0,1500,N/A
56053,203950,Roquain,Bouth,CMR,1500,0,1500,N/A
56054,203951,Noma,Ignasse,CIV,1500,0,1500,N/A
56055,203952,Kenis,Collins,USA,1500,0,1500,N/A
56056,203953,Amevi,Ketotcha,TOG,1500,0,1500,N/A
56057,203954,Marius,Malecu,ROU,1500,0,1500,N/A
56058,203955,Petr,Marinak,TCH,1500,0,1500,N/A
56059,203956,Honza,Stoces,TCH,1500,0,1500,N/A
56060,203957,Slavko,Pavlov,YUG,1500,0,1500,N/A
56061,203958,Ninoslav,Gostiljac,YUG,1500,0,1500,N/A
56062,203959,Marko,Radovanovic,YUG,1500,0,1500,N/A
56063,203960,Nikola,Jovanovic,YUG,1500,0,1500,N/A
56064,203961,Damir,Krimer,YUG,1500,0,1500,N/A
56065,203962,Shin,Hasegawa,JPN,1500,0,1500,N/A
56066,203963,Alexander,Mahkamov,UZB,1500,0,1500,N/A
56067,203964,Fabio,Esposto,ITA,1500,0,1500,N/A
56068,203965,Fabrizio,Franceschelli,ITA,1500,0,1500,N/A
56069,203966,Christian,Walter,AUT,1500,0,1500,N/A
56070,203967,Tobias,Bayer,GER,1500,0,1500,N/A
56071,203968,Hassan,Chaouk,MAR,1500,0,1500,N/A
56072,203969,Derek,Brooks,USA,1500,0,1500,N/A
56073,203970,Marco,Saccagno,ITA,1500,0,1500,N/A
56074,203971,Guastl,Noury,FRA,1500,0,1500,N/A
56075,203972,Stephane,Leonard,FRA,1500,0,1500,N/A
56076,203973,Marek,Neruda,CZE,1500,0,1500,N/A
56077,203974,Diego,Lewi,ARG,1500,0,1500,N/A
56078,203975,Enis,Irgare,CYP,1500,0,1500,N/A
56079,203976,Adolfo,Gutierrez Ferrol,ESP,1500,0,1500,N/A
56080,203977,Johannes,Schmidt,GER,1500,0,1500,N/A
56081,203978,Marc,Renner,GER,1500,0,1500,N/A
56082,203979,Julian,Villamarin,ESP,1500,0,1500,N/A
56083,203980,Andrew,Moir,GBR,1500,0,1500,N/A
56084,203981,Wulp,Van Der,NED,1500,0,1500,N/A
56085,203982,Carlos,Sanz Bernaus,ESP,1500,0,1500,N/A
56086,203983,Paul,Logarzo,AUS,1500,0,1500,N/A
56087,203984,Simone,Surian,ITA,1500,0,1500,N/A
56088,203985,Davide,Di Roma,ITA,1500,0,1500,N/A
56089,203986,Davide,Maggiore,ITA,1500,0,1500,N/A
56090,203987,Andre,Du Pre,USA,1500,0,1500,N/A
56091,203988,Daniel,Herkert,GER,1500,0,1500,N/A
56092,203989,Guillermo,Patel,ESP,1500,0,1500,N/A
56093,203990,Takeshi,Anegawa,JPN,1500,0,1500,N/A
56094,203991,Osamu,Yano,JPN,1500,0,1500,N/A
56095,203992,Renato,Morabito,ITA,1500,0,1500,N/A
56096,203993,Satoshi,Murata,JPN,1500,0,1500,N/A
56097,203994,Tokurou,Yamazato,JPN,1500,0,1500,N/A
56098,203995,Matt,Knox,AUS,1500,0,1500,N/A
56099,203996,Justin,Wight,AUS,1500,0,1500,N/A
56100,203997,Erick,Van Der Becq,FRA,1500,0,1500,N/A
56101,203998,Dan,Brooks,USA,1500,0,1500,N/A
56102,203999,Mariano,Cebrian,ARG,1500,0,1500,N/A
56103,204000,Eric,Dochterman,FRA,1500,0,1500,N/A
56104,204001,Juan Pablo,Marsicano Raggio,ESP,1500,0,1500,N/A
56105,204002,Daniel,Borensztein,ARG,1500,0,1500,N/A
56106,204003,Daniel,Schweri,SUI,1500,0,1500,N/A
56107,204004,Mihael,Krstic,GER,1500,0,1500,N/A
56108,204005,Tom,Snoeijink,NED,1500,0,1500,N/A
56109,204006,Paul,Roggeveen,NED,1500,0,1500,N/A
56110,204007,Roberto,Franco,PER,1500,0,1500,N/A
56111,204008,Drew,Smith,USA,1500,0,1500,N/A
56112,204009,Maximillano,Barrena,ARG,1500,0,1500,N/A
56113,204010,Luciano,Benincasa,ARG,1500,0,1500,N/A
56114,204011,Gabriel,Clavero Gonzalez,ESP,1500,0,1500,N/A
56115,204012,Tuomas,Mannisto,FIN,1500,0,1500,N/A
56116,204013,Chia Cheng,Yang,TPE,1500,0,1500,N/A
56117,204014,Gabriel,Gonzalez Ferrer,BEL,1500,0,1500,N/A
56118,204015,Daniel,Weber,BOT,1500,0,1500,N/A
56119,204016,Edgar,Kazembe,ZAM,1500,0,1500,N/A
56120,204017,Jaroslav,Soukup,CZE,1500,0,1500,N/A
56121,204018,Sivan,Govinda Swami,IND,1500,0,1500,N/A
56122,204019,Steve,Mcraven,USA,1500,0,1500,N/A
56123,204020,Kim,Raabe,GER,1500,0,1500,N/A
56124,204021,Gustavo,Santillan,MEX,1500,0,1500,N/A
56125,204022,Yuta,Asanuma,JPN,1500,0,1500,N/A
56126,204023,Tadahiro,Ito,JPN,1500,0,1500,N/A
56127,204024,Takaomi,Kuroda,JPN,1500,0,1500,N/A
56128,204025,Rob,Walker,USA,1500,0,1500,N/A
56129,204026,Simon,Loh,GBR,1500,0,1500,N/A
56130,204027,Mathias,Settergren,SWE,1500,0,1500,N/A
56131,204028,Alberto,Rius Fortuny,ESP,1500,0,1500,N/A
56132,204029,Raul,Moreno Ciprian,ESP,1500,0,1500,N/A
56133,204030,Yasuo,Koji,JPN,1500,0,1500,N/A
56134,204031,Timo,Bruehl,GER,1500,0,1500,N/A
56135,204032,Alessandro,De Berardis,ITA,1500,0,1500,N/A
56136,204033,Paolo,Losordo,ITA,1500,0,1500,N/A
56137,204034,Angelo,Vinciguerra,ITA,1500,0,1500,N/A
56138,204035,Benoit,Ramos,FRA,1500,0,1500,N/A
56139,204036,Marco,Doering,GER,1500,0,1500,N/A
56140,204037,Andreas,Gonzalez,ARG,1500,0,1500,N/A
56141,204038,Torus,Jetli,IND,1500,0,1500,N/A
56142,204039,Kai,Gysler,GER,1500,0,1500,N/A
56143,204040,Markus,Maus,GER,1500,0,1500,N/A
56144,204041,Adrian,Casado,ARG,1500,0,1500,N/A
56145,204042,Shaun,Slattery,NZL,1500,0,1500,N/A
56146,204043,Nicola,Carini,ITA,1500,0,1500,N/A
56147,204044,Alessandro,Faltoni,ITA,1500,0,1500,N/A
56148,204045,Lokki,Van Thiel,NED,1500,0,1500,N/A
56149,204046,Andres,Navedo Garcia,ESP,1500,0,1500,N/A
56150,204047,Pedro,Sanchez Perello,ESP,1500,0,1500,N/A
56151,204048,Hoony,Shin,USA,1500,0,1500,N/A
56152,204049,Drahomir,Rozic,SVK,1500,0,1500,N/A
56153,204050,Sijman,De Lange,NED,1500,0,1500,N/A
56154,204051,Robin,Verbeet,NED,1500,0,1500,N/A
56155,204052,Fahad,Al Haddad,KUW,1500,0,1500,N/A
56156,204053,Alberto,Soria Martin,ESP,1500,0,1500,N/A
56157,204054,Hisham,Hamdy,EGY,1500,0,1500,N/A
56158,204055,Francisco,Valdez,MEX,1500,0,1500,N/A
56159,204056,Juan Carlos,Pardi,VEN,1500,0,1500,N/A
56160,204057,Juan Carlos,Alizo,VEN,1500,0,1500,N/A
56161,204058,Jose Miguel,Villanueva Soriano,ESP,1500,0,1500,N/A
56162,204059,Jiri,Vasicek,CZE,1500,0,1500,N/A
56163,204060,Rodrigo,Nascimento Gomes,BRA,1500,0,1500,N/A
56164,204061,Daniel,Fumi,GHA,1500,0,1500,N/A
56165,204062,Gilbert,Mafara,ZIM,1500,0,1500,N/A
56166,204063,Gabriel,Borunda,MEX,1500,0,1500,N/A
56167,204064,Arnaud,Delance,FRA,1500,0,1500,N/A
56168,204065,Julien,Lhospital,FRA,1500,0,1500,N/A
56169,204066,Andy,Carter,USA,1500,0,1500,N/A
56170,204067,Javier,Calavera Pascual,ESP,1500,0,1500,N/A
56171,204068,Gerard,Bondia Cayuela,ESP,1500,0,1500,N/A
56172,204069,David,Villart,ESP,1500,0,1500,N/A
56173,204070,Johan,Romanowski,FRA,1500,0,1500,N/A
56174,204071,Sergio,Ragg,ARG,1500,0,1500,N/A
56175,204072,Massimo,Crivellari,ITA,1500,0,1500,N/A
56176,204073,Ted,Macbeth,USA,1500,0,1500,N/A
56177,204074,Timo,Kienle,GER,1500,0,1500,N/A
56178,204075,Hicham,Berradi,MAR,1500,0,1500,N/A
56179,204076,Josef,Benes,CZE,1500,0,1500,N/A
56180,204077,Cameron,Moore,USA,1500,0,1500,N/A
56181,204078,Massimo,Carravieri,ITA,1500,0,1500,N/A
56182,204079,Ricardo,Maradones,ARG,1500,0,1500,N/A
56183,204080,Luka,Grdic,SLO,1500,0,1500,N/A
56184,204081,Olivier,Brenier,FRA,1500,0,1500,N/A
56185,204082,Alesandro,Strazza,ITA,1500,0,1500,N/A
56186,204083,Pedro,Lozano Beamund,ESP,1500,0,1500,N/A
56187,204084,Sergio,Ferreira,BRA,1500,0,1500,N/A
56188,204085,Jose Antonio,De La Fuente,ESP,1500,0,1500,N/A
56189,204086,Cesar,Fabregas Vinyals,ESP,1500,0,1500,N/A
56190,204087,Andrius,Augunas,LTU,1500,0,1500,N/A
56191,204088,Nikolas,Vaage Nilsen,DEN,1500,0,1500,N/A
56192,204089,Rene,Magana,MEX,1500,0,1500,N/A
56193,204090,Simranjeet,Cheema,IND,1500,0,1500,N/A
56194,204091,Gursewak,Singh,IND,1500,0,1500,N/A
56195,204092,John,Boetsch,USA,1500,0,1500,N/A
56196,204093,Masakazu,Banno,JPN,1500,0,1500,N/A
56197,204094,Rumi,Cuilhe,FRA,1500,0,1500,N/A
56198,204095,Pascal,Ragonnet,FRA,1500,0,1500,N/A
56199,204096,Christopher,Mcneil Lawson,JAM,1500,0,1500,N/A
56200,204097,Romain,Provenzano,FRA,1500,0,1500,N/A
56201,204098,Alexandre,Groene,FRA,1500,0,1500,N/A
56202,204099,Francisco,Mas Matoses,ESP,1500,0,1500,N/A
56203,204100,Sebastien,Ruiz De Conejo,FRA,1500,0,1500,N/A
56204,204101,Guillaume,Ejarque,FRA,1500,0,1500,N/A
56205,204102,Adrien,Maigret,FRA,1500,0,1500,N/A
56206,204103,Borja,Criado Del Rey Oniev,ESP,1500,0,1500,N/A
56207,204104,Alberto,Vilas Ibariez,ESP,1500,0,1500,N/A
56208,204105,Alberto,Villar Area,ESP,1500,0,1500,N/A
56209,204106,Juan Carlos,Alves Fernandez,ESP,1500,0,1500,N/A
56210,204107,Ignacio,Zorrilla Ribeiro,ESP,1500,0,1500,N/A
56211,204108,Esteban,Elias,CHI,1500,0,1500,N/A
56212,204109,Thierry,Baroni,FRA,1500,0,1500,N/A
56213,204110,Franck,Merelle,FRA,1500,0,1500,N/A
56214,204111,Anthony,Papadopoulos,RSA,1500,0,1500,N/A
56215,204112,Nickolas,Papadopoulos,RSA,1500,0,1500,N/A
56216,204113,Philippe,Santini,FRA,1500,0,1500,N/A
56217,204114,Pradeep,Panth,IND,1500,0,1500,N/A
56218,204115,Miroslav,Khor,CZE,1500,0,1500,N/A
56219,204116,Martin,Safranek,CZE,1500,0,1500,N/A
56220,204117,Jan,Miskos,CZE,1500,0,1500,N/A
56221,204118,Jonas,Vokral,CZE,1500,0,1500,N/A
56222,204119,Wesley,Burrows,USA,1500,0,1500,N/A
56223,204120,Andrew,Ulrich,USA,1500,0,1500,N/A
56224,204121,Olivier,Nussbaum,FRA,1500,0,1500,N/A
56225,204122,Lance,Henriquez,ARU,1500,0,1500,N/A
56226,204123,Moises,Pozo Casals,ESP,1500,0,1500,N/A
56227,204124,Daniel,Alvarez Piquero,ESP,1500,0,1500,N/A
56228,204125,Rashed,Al Mansouri,QAT,1500,0,1500,N/A
56229,204126,Ivan,Grotic,CRO,1500,0,1500,N/A
56230,204127,Onyebuchi,Eluma,NGR,1500,0,1500,N/A
56231,204128,Iyiola,Yussuf,NGR,1500,0,1500,N/A
56232,204129,Mayur,Vasant,NGR,1500,0,1500,N/A
56233,204130,Jung Tae,Yoo,KOR,1500,0,1500,N/A
56234,204131,Andras,Horvath,HUN,1500,0,1500,N/A
56235,204132,Gyorgy,Janics,HUN,1500,0,1500,N/A
56236,204133,Francisco,Rodriguez Sedano,ESP,1500,0,1500,N/A
56237,204134,Karl Johan,Moritz,SWE,1500,0,1500,N/A
56238,204135,Dyan,Soudant,NED,1500,0,1500,N/A
56239,204136,Abdul Malik,Cassiem,RSA,1500,0,1500,N/A
56240,204137,Sebastian,Papa,ARG,1500,0,1500,N/A
56241,204138,Ivan,Mihailovic,YUG,1500,0,1500,N/A
56242,204139,Tihomir,Stojanovic,YUG,1500,0,1500,N/A
56243,204140,Alin,Baciu,ROU,1500,0,1500,N/A
56244,204141,Stephane,Audouy,FRA,1500,0,1500,N/A
56245,204142,Radu,Popa,ROU,1500,0,1500,N/A
56246,204143,Jose Humberto,Macedo,BRA,1500,0,1500,N/A
56247,204144,Felipe,Bonalda,BRA,1500,0,1500,N/A
56248,204145,Fernando,Freitas,BRA,1500,0,1500,N/A
56249,204146,Florian,Denk,GER,1500,0,1500,N/A
56250,204147,Christoph,Sundermeier,GER,1500,0,1500,N/A
56251,204148,Okwudiri Theodore,Ehirim,NGR,1500,0,1500,N/A
56252,204149,Titi,Bohloko,LES,1500,0,1500,N/A
56253,204150,Reitumetse,Setilo,LES,1500,0,1500,N/A
56254,204151,Ratsiu,Lebesa,LES,1500,0,1500,N/A
56255,204152,Hsiao Yung,Chang,TPE,1500,0,1500,N/A
56256,204153,Jian,Yang,CHN,1500,0,1500,N/A
56257,204154,Robert,Plischke,AUT,1500,0,1500,N/A
56258,204155,Timmy,Kovac,SLO,1500,0,1500,N/A
56259,204156,Andy,Fitzell,USA,1500,0,1500,N/A
56260,204157,Tyler,Weekes,USA,1500,0,1500,N/A
56261,204158,Antonio,Salopek,CRO,1500,0,1500,N/A
56262,204159,Manuel,Calvo,MEX,1500,0,1500,N/A
56263,204160,Duje,Calusic,CRO,1500,0,1500,N/A
56264,204161,Mathew,Sawin,CAN,1500,0,1500,N/A
56265,204162,Ryan,Sluchinski,CAN,1500,0,1500,N/A
56266,204163,Yusuf,Abdul Nabi,BRN,1500,0,1500,N/A
56267,204164,Abdul Latif,Al Murraghi,BRN,1500,0,1500,N/A
56268,204165,Salvador,Sasson,URU,1500,0,1500,N/A
56269,204166,Armin,Fazlic,BIH,1500,0,1500,N/A
56270,204167,Daniel,Molgaard Nielsen,DEN,1500,0,1500,N/A
56271,204168,Paul,Trumble,DEN,1500,0,1500,N/A
56272,204169,Santi,Vizcaino,ESP,1500,0,1500,N/A
56273,204170,Christophe,Noblet,FRA,1500,0,1500,N/A
56274,204171,Eric,Noblet,FRA,1500,0,1500,N/A
56275,204172,Nicolas,Dupret,FRA,1500,0,1500,N/A
56276,204173,Hamid,Hejazi,GBR,1500,0,1500,N/A
56277,204174,Francesco,Esposito,ITA,1500,0,1500,N/A
56278,204175,Luka,Djordjevic,SCG,1500,0,1500,N/A
56279,204176,Rok,Ferjan,SLO,1500,0,1500,N/A
56280,204177,Anej,Morelj,SLO,1500,0,1500,N/A
56281,204178,Juan Antonio,Caceres Ramos,ESP,1500,0,1500,N/A
56282,204179,Francisco Jose,Gomez Perez,ESP,1500,0,1500,N/A
56283,204180,Nikica,Simic,BIH,1500,0,1500,N/A
56284,204181,Jan,Hoekzema,GER,1500,0,1500,N/A
56285,204182,Christian,Linsing,GER,1500,0,1500,N/A
56286,204183,Niklas,Nebelung,GER,1500,0,1500,N/A
56287,204184,Timo,Linsing,GER,1500,0,1500,N/A
56288,204185,Alexander,Neumann,GER,1500,0,1500,N/A
56289,204186,Filippo,Wellenfeld,ITA,1500,0,1500,N/A
56290,204187,Frederico,Mendes,BRA,1500,0,1500,N/A
56291,204188,Elkin Dario,Rios Granadoa,COL,1500,0,1500,N/A
56292,204189,Yuichi,Uda,JPN,1500,0,1500,N/A
56293,204190,Masatoshi,Sakai,JPN,1500,0,1500,N/A
56294,204191,Kosuke,Sato,JPN,1500,0,1500,N/A
56295,204192,Hussein,Badreddine,LIB,1500,0,1500,N/A
56296,204193,Wissam,Ayyash,LIB,1500,0,1500,N/A
56297,204194,Anis,Haddad,LIB,1500,0,1500,N/A
56298,204195,Roger,Majdalani,LIB,1500,0,1500,N/A
56299,204196,Nick,Crossley,USA,1500,0,1500,N/A
56300,204197,Matthew,Ozurovich,USA,1500,0,1500,N/A
56301,204198,Josh,Hamilton,USA,1500,0,1500,N/A
56302,204199,Han,Herrick,USA,1500,0,1500,N/A
56303,204200,Jamol,Umarov,UZB,1500,0,1500,N/A
56304,204201,Gaston,Cillo,ARG,1500,0,1500,N/A
56305,204202,Tomas,Psohlavec,CZE,1500,0,1500,N/A
56306,204203,Radek,Simon,CZE,1500,0,1500,N/A
56307,204204,Tomas,Huza,CZE,1500,0,1500,N/A
56308,204205,Jacek,Bernatowicz,POL,1500,0,1500,N/A
56309,204206,Thomas,Nowak,DEN,1500,0,1500,N/A
56310,204207,Alexander,Beyer,GER,1500,0,1500,N/A
56311,204208,Sascha,Muller,GER,1500,0,1500,N/A
56312,204209,Krasimir,Kirov,BUL,1500,0,1500,N/A
56313,204210,Michael,Rebele,GER,1500,0,1500,N/A
56314,204211,Frank,Schmitt,GER,1500,0,1500,N/A
56315,204212,Alexander,Rauch,GER,1500,0,1500,N/A
56316,204213,Ingo,Eberle,GER,1500,0,1500,N/A
56317,204214,Roderik,Gerritsma,NED,1500,0,1500,N/A
56318,204215,Rogier,Hoff,NED,1500,0,1500,N/A
56319,204216,Leon,Van Der Linden,NED,1500,0,1500,N/A
56320,204217,Niels,Vergeer,NED,1500,0,1500,N/A
56321,204218,Alex,Trifu,ROU,1500,0,1500,N/A
56322,204219,Razvan,Bercea,ROU,1500,0,1500,N/A
56323,204220,Rares,Bot,ROU,1500,0,1500,N/A
56324,204221,Bogdan,Bot,ROU,1500,0,1500,N/A
56325,204222,Dusan,Medan,SCG,1500,0,1500,N/A
56326,204223,Dusan,Zivkovic,SCG,1500,0,1500,N/A
56327,204224,Marko,Zivkovic,SCG,1500,0,1500,N/A
56328,204225,Jon,Sigurdsson,SWE,1500,0,1500,N/A
56329,204226,Abel,Garcia Martinez,ESP,1500,0,1500,N/A
56330,204227,Ulises,Lopez Selva,ESP,1500,0,1500,N/A
56331,204228,Ruben,Mayans Reynau,ESP,1500,0,1500,N/A
56332,204229,Pelayo,Perez Martinez,ESP,1500,0,1500,N/A
56333,204230,Sergio,Fita Garrido,ESP,1500,0,1500,N/A
56334,204231,Eric,Garcia Koch,ESP,1500,0,1500,N/A
56335,204232,Borja,Garcia Truchado,ESP,1500,0,1500,N/A
56336,204233,Pablo,Nicieza Martinez,ESP,1500,0,1500,N/A
56337,204234,Arturo,Fernandez,ESP,1500,0,1500,N/A
56338,204235,Alvaro,Benitez Fernandez,ESP,1500,0,1500,N/A
56339,204236,Alexsander,Radchenko,RUS,1500,0,1500,N/A
56340,204237,David,Campbell,AUS,1500,0,1500,N/A
56341,204238,Lucas,Brito,BRA,1500,0,1500,N/A
56342,204239,Felipe,Buneder,BRA,1500,0,1500,N/A
56343,204240,Leandro,Bezerra,BRA,1500,0,1500,N/A
56344,204241,Carlos,Fujita,BRA,1500,0,1500,N/A
56345,204242,Davi,Barros,BRA,1500,0,1500,N/A
56346,204243,Marinaldo Gomes De,Albuquerque,BRA,1500,0,1500,N/A
56347,204244,Nicolas,Ortega,CHI,1500,0,1500,N/A
56348,204245,Siamak,Fallah Mohammadi,IRI,1500,0,1500,N/A
56349,204246,John Pierre,Fruttero,USA,1500,0,1500,N/A
56350,204247,Tatsuji,Koiwa,JPN,1500,0,1500,N/A
56351,204248,Rachid,Kossih,MAR,1500,0,1500,N/A
56352,204249,Joshua,Raff,USA,1500,0,1500,N/A
56353,204250,Jeff,Bucher,USA,1500,0,1500,N/A
56354,204251,Joe,Withers,USA,1500,0,1500,N/A
56355,204252,Zoltan,Hamori,HUN,1500,0,1500,N/A
56356,204253,Laszlo,Steiner,HUN,1500,0,1500,N/A
56357,204254,Ivan,Rummel,HUN,1500,0,1500,N/A
56358,204255,Ferenc,Kellner,HUN,1500,0,1500,N/A
56359,204256,Peter,Sauska,HUN,1500,0,1500,N/A
56360,204257,Martin,Pistek,SVK,1500,0,1500,N/A
56361,204258,Piotr,Haczek,POL,1500,0,1500,N/A
56362,204259,Branislav,Kalis,SVK,1500,0,1500,N/A
56363,204260,Mauro,Rodighiero,ITA,1500,0,1500,N/A
56364,204261,Emanuele,De Leo,ITA,1500,0,1500,N/A
56365,204262,Carlo,Pinti,ITA,1500,0,1500,N/A
56366,204263,Adnan,Khan,PAK,1500,0,1500,N/A
56367,204264,Akbar,Pataudi,PAK,1500,0,1500,N/A
56368,204265,Walter,Grunfeld,ARG,1500,0,1500,N/A
56369,204266,Alejandro,Chacon,VEN,1500,0,1500,N/A
56370,204267,Emmanuel,Dickson,NGR,1500,0,1500,N/A
56371,204268,Stephen,Christopher,NGR,1500,0,1500,N/A
56372,204269,Shadi,Bardaouil,TOG,1500,0,1500,N/A
56373,204270,Ugochukwu,Ogbonna,NGR,1500,0,1500,N/A
56374,204271,Daniel,Almaraz,MEX,1500,0,1500,N/A
56375,204272,Mauricio,Ballivian,BOL,1500,0,1500,N/A
56376,204273,Christophe,Lens,BEL,1500,0,1500,N/A
56377,204274,Jordi,Marees,NED,1500,0,1500,N/A
56378,204275,David,Jobert,FRA,1500,0,1500,N/A
56379,204276,Nicolas,Vial,FRA,1500,0,1500,N/A
56380,204277,Igor,Ivanov,UZB,1500,0,1500,N/A
56381,204278,Nikoloz,Bakradze,GEO,1500,0,1500,N/A
56382,204279,Bichiko,Ramishvili,GEO,1500,0,1500,N/A
56383,204280,Juan Pedro,Maria Sanchez,ESP,1500,0,1500,N/A
56384,204281,Jose Miguel,Moreno Jordan,ESP,1500,0,1500,N/A
56385,204282,Mariano,Gallardo Ripoll,ESP,1500,0,1500,N/A
56386,204283,Andres,Santos Nogales,ESP,1500,0,1500,N/A
56387,204284,Geri,Giustino,ITA,1500,0,1500,N/A
56388,204285,Juan P,Velez,COL,1500,0,1500,N/A
56389,204286,M Nooriman,Nooriman,INA,1500,0,1500,N/A
56390,204287,Abigael,Abigael,INA,1500,0,1500,N/A
56391,204288,Christian,Adinata,INA,1500,0,1500,N/A
56392,204289,Henryk,Seeger,GER,1500,0,1500,N/A
56393,204290,Marc,Vogel,GER,1500,0,1500,N/A
56394,204291,Ryan,Vogl,USA,1500,0,1500,N/A
56395,204292,Kula,Oda,USA,1500,0,1500,N/A
56396,204293,Luca,Lecis,ITA,1500,0,1500,N/A
56397,204294,Jan,Trage,CZE,1500,0,1500,N/A
56398,204295,Frantisek,Vinopal,CZE,1500,0,1500,N/A
56399,204296,Jaroslav,Volenik,SVK,1500,0,1500,N/A
56400,204297,Jiri,Nemecek,CZE,1500,0,1500,N/A
56401,204298,Antonin,Panek,CZE,1500,0,1500,N/A
56402,204299,Rodrigo,Berkembrock,BRA,1500,0,1500,N/A
56403,204300,Kabelo,Banda,BOT,1500,0,1500,N/A
56404,204301,Bakang,Mosinyi,BOT,1500,0,1500,N/A
